date,target
7/5/2007,635.3
7/6/2007,634.4
7/9/2007,640.9
7/10/2007,641.6
7/11/2007,635
7/12/2007,649.4
7/13/2007,658.7
7/16/2007,651.8
7/17/2007,656.85
7/18/2007,660
7/19/2007,661
7/20/2007,657
7/23/2007,650
7/24/2007,632.85
7/25/2007,623
7/26/2007,622.7
7/27/2007,620.5
7/30/2007,680
7/31/2007,660
8/1/2007,630
8/2/2007,625
8/3/2007,631
8/6/2007,626
8/7/2007,639.45
8/8/2007,630.9
8/9/2007,633
8/10/2007,600
8/13/2007,612.5
8/14/2007,605
8/16/2007,582
8/17/2007,580
8/20/2007,608
8/21/2007,613
8/22/2007,599
8/23/2007,606
8/24/2007,595
8/27/2007,584
8/28/2007,605.9
8/29/2007,624
8/30/2007,631.8
8/31/2007,643
9/3/2007,641.75
9/4/2007,672
9/5/2007,675
9/6/2007,670
9/7/2007,664.7
9/10/2007,657
9/11/2007,658.8
9/12/2007,656
9/13/2007,666.7
9/14/2007,672
9/17/2007,661.5
9/18/2007,663.95
9/19/2007,700
9/20/2007,712.25
9/21/2007,714.9
9/24/2007,740
9/25/2007,740
9/26/2007,762
9/27/2007,773
9/28/2007,775
10/1/2007,772
10/3/2007,764.2
10/4/2007,759.75
10/5/2007,759.8
10/8/2007,747.85
10/9/2007,731
10/10/2007,768.9
10/11/2007,781
10/12/2007,767.45
10/15/2007,830
10/16/2007,899
10/17/2007,885
10/18/2007,898
10/19/2007,857
10/22/2007,841.9
10/23/2007,890.9
10/24/2007,888.95
10/25/2007,884
10/26/2007,928.3
10/29/2007,959.9
10/30/2007,944.75
10/31/2007,925
11/1/2007,950
11/2/2007,935.3
11/5/2007,1019.7
11/6/2007,1004.5
11/7/2007,998.9
11/8/2007,935
11/12/2007,913.85
11/13/2007,960
11/14/2007,994
11/15/2007,1000
11/16/2007,984.7
11/19/2007,996.5
11/20/2007,1025
11/21/2007,1010
11/22/2007,949.95
11/23/2007,955
11/26/2007,970
11/27/2007,953.95
11/28/2007,949
11/29/2007,940
11/30/2007,955
12/3/2007,949.8
12/4/2007,950.3
12/5/2007,949
12/6/2007,950.25
12/7/2007,940
12/10/2007,941
12/11/2007,949.8
12/12/2007,954
12/13/2007,977.95
12/14/2007,1000
12/17/2007,1009
12/18/2007,998
12/19/2007,976.9
12/20/2007,960.5
12/24/2007,1000
12/26/2007,980
12/27/2007,999
12/28/2007,986.5
12/31/2007,990
1/1/2008,973
1/2/2008,1048.9
1/3/2008,1054
1/4/2008,1074.75
1/7/2008,1098.5
1/8/2008,1124.5
1/9/2008,1120.6
1/10/2008,1125
1/11/2008,1175
1/14/2008,1287
1/15/2008,1291
1/16/2008,1199
1/17/2008,1197
1/18/2008,1160
1/21/2008,1137.9
1/22/2008,1080
1/23/2008,1080
1/24/2008,1111
1/25/2008,1152
1/28/2008,1149.8
1/29/2008,1199.7
1/30/2008,1150
1/31/2008,1142
2/1/2008,1149.95
2/4/2008,1140
2/5/2008,1101.95
2/6/2008,1090
2/7/2008,1088
2/8/2008,1050
2/11/2008,984
2/12/2008,1005.35
2/13/2008,1015
2/14/2008,1005
2/15/2008,1046.8
2/18/2008,1065
2/19/2008,1075
2/20/2008,1039
2/21/2008,1036
2/22/2008,999.7
2/25/2008,999
2/26/2008,982.7
2/27/2008,1003
2/28/2008,1023
2/29/2008,1040
3/3/2008,1000
3/4/2008,962.5
3/5/2008,960
3/7/2008,879
3/10/2008,820
3/11/2008,847
3/12/2008,883
3/13/2008,860
3/14/2008,882
3/17/2008,830
3/18/2008,805
3/19/2008,833
3/24/2008,765
3/25/2008,805
3/26/2008,838
3/27/2008,814
3/28/2008,816
3/31/2008,804
4/1/2008,784
4/2/2008,764.2
4/3/2008,750
4/4/2008,749.8
4/7/2008,760
4/8/2008,776
4/9/2008,817.85
4/10/2008,821
4/11/2008,795
4/15/2008,783
4/16/2008,795
4/17/2008,854
4/21/2008,890
4/22/2008,923.6
4/23/2008,920
4/24/2008,910
4/25/2008,920
4/28/2008,925
4/29/2008,949
4/30/2008,950
5/2/2008,948.8
5/5/2008,969.9
5/6/2008,954.9
5/7/2008,947.05
5/8/2008,906
5/9/2008,875.2
5/12/2008,884
5/13/2008,903.9
5/14/2008,876.9
5/15/2008,900
5/16/2008,917.4
5/20/2008,908
5/21/2008,877
5/22/2008,863
5/23/2008,842
5/26/2008,788
5/27/2008,789.7
5/28/2008,817
5/29/2008,850
5/30/2008,800.7
6/2/2008,804
6/3/2008,766.8
6/4/2008,776.9
6/5/2008,776.9
6/6/2008,788
6/9/2008,735.1
6/10/2008,718.5
6/11/2008,708
6/12/2008,721
6/13/2008,739.8
6/16/2008,739.8
6/17/2008,803
6/18/2008,802.95
6/19/2008,743
6/20/2008,733.95
6/23/2008,709.95
6/24/2008,709
6/25/2008,695
6/26/2008,706
6/27/2008,670
6/30/2008,634.9
7/1/2008,609.9
7/2/2008,644.2
7/3/2008,630
7/4/2008,613.95
7/7/2008,632.9
7/8/2008,624
7/9/2008,677
7/10/2008,688
7/11/2008,700
7/14/2008,692.4
7/15/2008,622.5
7/16/2008,609
7/17/2008,644
7/18/2008,700
7/21/2008,700
7/22/2008,765
7/23/2008,802
7/24/2008,797.5
7/25/2008,749.9
7/28/2008,720
7/29/2008,688
7/30/2008,689.7
7/31/2008,689
8/1/2008,684.4
8/4/2008,714.5
8/5/2008,773
8/6/2008,802
8/7/2008,766.9
8/8/2008,748
8/11/2008,768.15
8/12/2008,769
8/13/2008,732.3
8/14/2008,730
8/18/2008,712.95
8/19/2008,691.9
8/20/2008,695
8/21/2008,673
8/22/2008,682.95
8/25/2008,706.6
8/26/2008,683.2
8/27/2008,694.2
8/28/2008,682.7
8/29/2008,726.95
9/1/2008,729.9
9/2/2008,771.5
9/4/2008,760
9/5/2008,725
9/8/2008,734.9
9/9/2008,715.8
9/10/2008,722.8
9/11/2008,717.9
9/12/2008,714
9/15/2008,685
9/16/2008,700.2
9/17/2008,710
9/18/2008,693.95
9/19/2008,719.9
9/22/2008,722.8
9/23/2008,707.95
9/24/2008,713.7
9/25/2008,725
9/26/2008,725
9/29/2008,712
9/30/2008,725
10/1/2008,745
10/3/2008,740
10/6/2008,706.8
10/7/2008,707.9
10/8/2008,670
10/10/2008,644.9
10/13/2008,675
10/14/2008,710
10/15/2008,649.75
10/16/2008,632.5
10/17/2008,645
10/20/2008,655
10/21/2008,667.4
10/22/2008,663.85
10/23/2008,645.4
10/24/2008,617.4
10/27/2008,549.9
10/29/2008,598.8
10/31/2008,577.1
11/3/2008,610
11/4/2008,648.8
11/5/2008,671
11/6/2008,611.5
11/7/2008,599
11/10/2008,612.3
11/11/2008,609
11/12/2008,569.9
11/14/2008,550
11/17/2008,499.9
11/18/2008,451
11/19/2008,464.4
11/20/2008,419
11/21/2008,423
11/24/2008,420
11/25/2008,415.9
11/26/2008,415
11/28/2008,415.1
12/1/2008,436.45
12/2/2008,435
12/3/2008,439.9
12/4/2008,465
12/5/2008,474.8
12/8/2008,470
12/10/2008,465.9
12/11/2008,479.8
12/12/2008,473.7
12/15/2008,492.5
12/16/2008,506.7
12/17/2008,519.4
12/18/2008,543.2
12/19/2008,561.5
12/22/2008,556.4
12/23/2008,543
12/24/2008,498
12/26/2008,511
12/29/2008,501.8
12/30/2008,519.4
12/31/2008,521
1/1/2009,522.4
1/2/2009,548
1/5/2009,564.85
1/6/2009,575.5
1/7/2009,575
1/9/2009,541.5
1/12/2009,493.85
1/13/2009,464.95
1/14/2009,457.2
1/15/2009,439.4
1/16/2009,450.45
1/19/2009,450
1/20/2009,430
1/21/2009,427.6
1/22/2009,421
1/23/2009,418.6
1/27/2009,398
1/28/2009,430
1/29/2009,445
1/30/2009,438.3
2/2/2009,431.7
2/3/2009,410.75
2/4/2009,409.55
2/5/2009,399.8
2/6/2009,407.5
2/9/2009,423.3
2/10/2009,434.95
2/11/2009,433.6
2/12/2009,434.9
2/13/2009,444
2/16/2009,439
2/17/2009,419
2/18/2009,403
2/19/2009,404.5
2/20/2009,388
2/24/2009,370
2/25/2009,375.75
2/26/2009,366
2/27/2009,352.5
3/2/2009,340
3/3/2009,334.45
3/4/2009,334
3/5/2009,334.05
3/6/2009,308.5
3/9/2009,296.9
3/12/2009,307.2
3/13/2009,335
3/16/2009,353.5
3/17/2009,347.5
3/18/2009,346.9
3/19/2009,362.7
3/20/2009,362.7
3/23/2009,377.25
3/24/2009,399.3
3/25/2009,405.05
3/26/2009,425.9
3/27/2009,434.5
3/30/2009,424.75
3/31/2009,423
4/1/2009,421.3
4/2/2009,448.7
4/6/2009,462
4/8/2009,449.5
4/9/2009,458.2
4/13/2009,470.25
4/15/2009,514.75
4/16/2009,516
4/17/2009,511
4/20/2009,540
4/21/2009,505.25
4/22/2009,509.85
4/23/2009,510
4/24/2009,534.25
4/27/2009,563.55
4/28/2009,569.9
4/29/2009,561.45
5/4/2009,611
5/5/2009,642.9
5/6/2009,638.2
5/7/2009,628.35
5/8/2009,629.4
5/11/2009,631.7
5/12/2009,679
5/13/2009,690
5/14/2009,658.7
5/15/2009,671.7
5/18/2009,805
5/19/2009,849
5/20/2009,791
5/21/2009,756.8
5/22/2009,767
5/25/2009,778
5/26/2009,777.6
5/27/2009,800.9
5/28/2009,809.4
5/29/2009,811.5
6/1/2009,800
6/2/2009,762.9
6/3/2009,740.9
6/4/2009,740
6/5/2009,751
6/8/2009,744.5
6/9/2009,730
6/10/2009,755
6/11/2009,755.65
6/12/2009,744.65
6/15/2009,735
6/16/2009,764
6/17/2009,770
6/18/2009,750.85
6/19/2009,761
6/22/2009,782
6/23/2009,760
6/24/2009,776
6/25/2009,789
6/26/2009,822
6/29/2009,901
6/30/2009,887.65
7/1/2009,879.9
7/2/2009,880.05
7/3/2009,875
7/6/2009,885
7/7/2009,825
7/8/2009,813
7/9/2009,798.8
7/10/2009,786.9
7/13/2009,771
7/14/2009,784.8
7/15/2009,799
7/16/2009,810
7/17/2009,857.1
7/20/2009,893.5
7/21/2009,895
7/22/2009,908.7
7/23/2009,896.8
7/24/2009,909
7/27/2009,948
7/28/2009,969
7/29/2009,946.85
7/30/2009,929.9
7/31/2009,947.9
8/3/2009,930
8/4/2009,925.1
8/5/2009,906
8/6/2009,869.7
8/7/2009,849.9
8/10/2009,848
8/11/2009,872.8
8/12/2009,877.8
8/13/2009,888.6
8/14/2009,881
8/17/2009,860
8/18/2009,843.9
8/19/2009,838
8/20/2009,846.5
8/21/2009,883
8/24/2009,911.5
8/25/2009,919.95
8/26/2009,936
8/27/2009,938
8/28/2009,937
8/31/2009,912.9
9/1/2009,923.9
9/2/2009,904
9/3/2009,909.85
9/4/2009,909.8
9/7/2009,935
9/8/2009,943.9
9/9/2009,920.6
9/10/2009,932
9/11/2009,915.9
9/14/2009,914
9/15/2009,915.9
9/16/2009,921
9/17/2009,927
9/18/2009,922
9/22/2009,921.95
9/23/2009,929.3
9/24/2009,924.8
9/25/2009,926
9/29/2009,930
9/30/2009,989.8
10/1/2009,1017.4
10/5/2009,1003
10/6/2009,1002.7
10/7/2009,1024
10/8/2009,1023.3
10/9/2009,1028.05
10/12/2009,1020.8
10/14/2009,1041.5
10/15/2009,1048
10/16/2009,1021
10/20/2009,1026.1
10/21/2009,1000
10/22/2009,986.9
10/23/2009,999.5
10/26/2009,1005
10/27/2009,987.25
10/28/2009,965
10/29/2009,932
10/30/2009,956
11/3/2009,919
11/4/2009,928
11/5/2009,934
11/6/2009,946.9
11/9/2009,1003.1
11/10/2009,1023.7
11/11/2009,1009.5
11/12/2009,1008
11/13/2009,1002
11/16/2009,1014
11/17/2009,1014
11/18/2009,1012.35
11/19/2009,1005
11/20/2009,998.85
11/23/2009,1006.5
11/24/2009,1005.9
11/25/2009,1021.9
11/26/2009,1038.5
11/27/2009,999
11/30/2009,1011.7
12/1/2009,1040
12/2/2009,1053.15
12/3/2009,1062.9
12/4/2009,1045
12/7/2009,1037.4
12/8/2009,1045
12/9/2009,1035
12/10/2009,1029
12/11/2009,1035
12/14/2009,1014
12/15/2009,1004
12/16/2009,956
12/17/2009,949.7
12/18/2009,953.8
12/21/2009,960.5
12/22/2009,973
12/23/2009,985.9
12/24/2009,991.5
12/29/2009,997.4
12/30/2009,990
12/31/2009,993.45
1/4/2010,999
1/5/2010,1018.85
1/6/2010,1020
1/7/2010,1005
1/8/2010,1018.3
1/11/2010,1056
1/12/2010,1073
1/13/2010,1048
1/14/2010,1077.8
1/15/2010,1092.95
1/18/2010,1115
1/19/2010,1115
1/20/2010,1118
1/21/2010,1089.9
1/22/2010,1056.05
1/25/2010,1030
1/27/2010,1010
1/28/2010,1022
1/29/2010,1044
2/1/2010,1072.8
2/2/2010,1083.25
2/3/2010,1075
2/4/2010,1068.35
2/5/2010,1031.65
2/8/2010,1040.7
2/9/2010,1054.6
2/10/2010,1049.85
2/11/2010,1044
2/15/2010,1045
2/16/2010,1036.5
2/17/2010,1074
2/18/2010,1115.9
2/19/2010,1103.3
2/22/2010,1115
2/23/2010,1129.5
2/24/2010,1109.9
2/25/2010,1107
2/26/2010,1137
3/2/2010,1174.75
3/3/2010,1175
3/4/2010,1151
3/5/2010,1139.55
3/8/2010,1134.5
3/9/2010,1137.65
3/10/2010,1141.9
3/11/2010,1155
3/12/2010,1161
3/15/2010,1152.15
3/16/2010,1148.9
3/17/2010,1156.9
3/18/2010,1171.9
3/19/2010,1170.8
3/22/2010,1150
3/23/2010,1169.7
3/25/2010,1164.5
3/26/2010,1195.8
3/29/2010,1215.4
3/30/2010,1206
3/31/2010,1184
4/1/2010,1199
4/5/2010,1193.7
4/6/2010,1182.25
4/7/2010,1192.8
4/8/2010,1167
4/9/2010,1199
4/12/2010,1220
4/13/2010,1177.3
4/15/2010,1176
4/16/2010,1160
4/19/2010,1162.75
4/20/2010,1193
4/21/2010,1251
4/22/2010,1242
4/23/2010,1239.15
4/26/2010,1282.5
4/27/2010,1284
4/28/2010,1270
4/29/2010,1284.9
4/30/2010,1287
5/3/2010,1272.95
5/4/2010,1290
5/5/2010,1250
5/6/2010,1248
5/7/2010,1227.5
5/10/2010,1257.95
5/11/2010,1278.9
5/12/2010,1295.25
5/13/2010,1318
5/14/2010,1309.85
5/17/2010,1274
5/18/2010,1269.9
5/19/2010,1245
5/20/2010,1226.9
5/21/2010,1250
5/24/2010,1258.7
5/25/2010,1188.4
5/26/2010,1192
5/27/2010,1221
5/28/2010,1248
5/31/2010,1235
6/1/2010,1233
6/2/2010,1207.5
6/3/2010,1249.9
6/4/2010,1257.25
6/7/2010,1226.1
6/8/2010,1243
6/9/2010,1253
6/10/2010,1248.5
6/11/2010,1268
6/14/2010,1260
6/15/2010,1255
6/16/2010,1251.9
6/17/2010,1222
6/18/2010,1227
6/21/2010,1252.85
6/22/2010,1258.7
6/23/2010,1256
6/24/2010,1268
6/25/2010,1277
6/28/2010,1266.8
6/29/2010,1258.85
6/30/2010,1246.9
7/1/2010,1237.7
7/2/2010,1247.8
7/5/2010,1244.75
7/6/2010,1259
7/7/2010,1258.9
7/8/2010,1259.45
7/9/2010,1275
7/12/2010,1294.3
7/13/2010,1304
7/14/2010,1326
7/15/2010,1348.75
7/16/2010,1367
7/19/2010,1367.8
7/20/2010,1388.2
7/21/2010,1383.7
7/22/2010,1368
7/23/2010,1398
7/26/2010,1398.7
7/27/2010,1397
7/28/2010,1385
7/29/2010,1369
